Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
115,DeMarcus Cousins,C,31,TOT,18,5,16.6,3.1,6.9,.448,0.7,2.8,.255,2.4,4.1,.581,.500,1.7,2.2,.775,1.4,4.4,5.8,1.1,0.9,0.4,0.9,2.8,8.7
115,DeMarcus Cousins,C,31,MIL,17,5,16.9,3.2,6.9,.466,0.8,2.8,.271,2.5,4.1,.600,.521,1.8,2.2,.816,1.4,4.4,5.8,1.1,0.9,0.5,0.9,2.7,9.1
115,DeMarcus Cousins,C,31,DEN,1,0,12.0,1.0,7.0,.143,0.0,3.0,.000,1.0,4.0,.250,.143,0.0,2.0,.000,1.0,5.0,6.0,1.0,0.0,0.0,1.0,4.0,2.0
116,Robert Covington,PF,31,POR,43,35,29.2,2.7,7.0,.395,1.7,4.8,.356,1.0,2.2,.479,.517,0.5,0.7,.786,0.8,4.7,5.6,1.2,1.4,1.3,1.1,2.6,7.7
117,Torrey Craig,SF,31,IND,43,6,18.5,2.3,5.0,.472,0.8,2.4,.327,1.6,2.6,.609,.551,0.6,0.7,.828,1.2,2.5,3.7,1.1,0.4,0.3,0.7,1.8,6.0
118,Jae Crowder,PF,31,PHO,39,39,28.1,3.2,7.8,.408,1.9,5.3,.361,1.3,2.6,.505,.529,0.9,1.2,.804,0.3,4.5,4.9,1.4,1.3,0.5,0.9,2.4,9.3
119,Jarrett Culver,SG,22,MEM,22,0,10.2,1.6,3.9,.419,0.4,1.3,.286,1.3,2.6,.483,.465,0.4,0.9,.474,0.4,1.3,1.7,1.1,0.6,0.1,0.5,1.2,4.0
120,Jarron Cumberland,SG,24,POR,3,0,4.0,0.3,0.7,.500,0.0,0.3,.000,0.3,0.3,1.000,.500,0.0,0.0,0,0.3,0.7,1.0,0.3,0.0,0.0,0.0,0.7,0.7
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
121,Cade Cunningham,PG,20,DET,37,37,32.1,5.9,14.7,.402,2.1,6.4,.322,3.9,8.4,.463,.472,1.8,2.1,.848,0.9,4.5,5.4,5.2,1.3,0.6,3.6,2.9,15.7
122,Seth Curry,SG,31,PHI,40,40,34.8,6.0,11.8,.509,2.3,5.5,.417,3.7,6.3,.587,.605,1.6,1.8,.877,0.4,3.0,3.4,4.0,0.8,0.2,1.9,2.2,15.8
123,Stephen Curry,PG,33,GSW,43,43,34.7,8.4,20.1,.416,4.8,12.8,.376,3.6,7.3,.484,.535,4.4,4.8,.913,0.6,4.7,5.3,6.2,1.4,0.5,3.2,2.0,26.0
124,Anthony Davis,C,28,LAL,27,27,35.4,9.3,17.9,.521,0.4,2.1,.179,8.9,15.8,.566,.531,4.3,6.0,.727,2.7,7.1,9.9,2.9,1.2,2.0,2.2,2.3,23.3
125,Ed Davis,C,32,CLE,14,3,9.4,0.6,1.0,.643,0.0,0.0,0,0.6,1.0,.643,.643,0.2,0.6,.375,0.5,2.6,3.1,0.2,0.2,0.5,0.2,1.6,1.5
126,Terence Davis,SG,24,SAC,29,10,18.2,3.8,9.0,.424,1.7,5.1,.327,2.2,4.0,.548,.515,1.2,1.4,.829,0.4,2.8,3.2,1.3,0.9,0.4,1.1,2.4,10.5
127,Gabriel Deck,PF,26,OKC,7,0,8.0,1.1,2.0,.571,0.3,0.6,.500,0.9,1.4,.600,.643,0.0,0.0,0,0.1,0.7,0.9,0.7,0.1,0.0,0.3,0.3,2.6
128,Dewayne Dedmon,C,32,MIA,40,15,16.8,2.7,4.5,.601,0.3,0.5,.571,2.4,3.9,.605,.635,1.1,1.4,.768,1.9,4.3,6.2,0.8,0.4,0.5,1.0,2.2,6.7
129,Sam Dekker,PF,27,TOR,1,0,1.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,Javin DeLaurier,C,23,MIL,1,0,3.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
131,DeMar DeRozan,PF,32,CHI,42,42,34.8,9.5,19.1,.495,0.6,1.8,.333,8.9,17.4,.512,.511,6.8,7.9,.855,0.8,4.2,5.0,4.8,0.8,0.4,2.2,2.2,26.3
132,Mamadi Diakite,PF,25,OKC,7,0,11.7,1.4,2.9,.500,0.0,0.0,0,1.4,2.9,.500,.500,0.0,0.3,.000,1.0,2.4,3.4,0.0,0.4,0.4,0.4,2.1,2.9
133,Cheick Diallo,C,25,DET,3,0,10.3,1.0,2.7,.375,0.0,0.0,0,1.0,2.7,.375,.375,1.7,2.0,.833,1.3,2.7,4.0,0.0,0.3,0.0,0.3,2.0,3.7
134,Hamidou Diallo,SG,23,DET,39,22,22.5,4.5,8.7,.510,0.4,1.5,.254,4.1,7.2,.564,.532,1.4,2.2,.640,1.1,3.5,4.6,1.3,1.2,0.4,1.1,2.5,10.7
135,Gorgui Dieng,C,32,ATL,32,3,9.7,1.2,2.6,.464,0.6,1.4,.413,0.6,1.2,.526,.577,0.5,0.7,.739,0.9,2.3,3.2,0.9,0.3,0.4,0.5,1.4,3.6
136,Spencer Dinwiddie,PG,28,WAS,38,38,30.5,4.5,11.5,.392,1.7,5.3,.320,2.8,6.1,.455,.467,2.8,3.4,.814,0.8,3.8,4.5,5.8,0.6,0.2,1.6,2.4,13.5
137,Donte DiVincenzo,SG,25,MIL,10,0,18.9,1.8,6.7,.269,1.3,4.5,.289,0.5,2.2,.227,.366,1.9,2.1,.905,1.3,2.9,4.2,1.5,0.6,0.3,1.3,1.7,6.8
138,Luka Dončić,PG,22,DAL,32,32,35.2,9.2,21.0,.437,2.3,7.9,.291,6.9,13.1,.525,.492,4.9,6.5,.750,0.8,8.0,8.8,8.7,1.2,0.5,4.6,2.3,25.6
139,Luguentz Dort,SF,22,OKC,43,43,32.2,5.4,13.7,.396,2.4,7.4,.327,3.0,6.3,.476,.484,2.8,3.3,.851,0.7,3.3,4.0,1.6,0.8,0.4,1.5,3.0,16.1
140,Ayo Dosunmu,SG,22,CHI,42,8,22.5,3.0,5.5,.545,0.9,2.0,.451,2.1,3.6,.596,.624,0.6,1.0,.605,0.4,2.2,2.5,1.9,0.5,0.4,1.1,2.0,7.5
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
141,Damyean Dotson,SG,27,NYK,2,0,10.5,1.0,2.0,.500,0.0,0.5,.000,1.0,1.5,.667,.500,0.0,0.0,0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,2.0
142,Devon Dotson,PG,22,CHI,11,0,7.7,1.0,2.1,.478,0.2,0.8,.222,0.8,1.3,.643,.522,0.5,0.8,.556,0.1,0.7,0.8,1.4,0.1,0.0,0.5,1.0,2.6
143,Sekou Doumbouya,PF,21,LAL,2,0,8.0,2.5,4.0,.625,0.5,1.0,.500,2.0,3.0,.667,.688,1.5,2.0,.750,1.0,2.0,3.0,0.0,1.5,1.0,1.0,0.5,7.0
144,Jeff Dowtin,PG,24,TOT,5,0,6.2,0.6,1.4,.429,0.0,0.4,.000,0.6,1.0,.600,.429,0.0,0.0,0,0.2,1.2,1.4,0.6,0.0,0.2,0.2,0.4,1.2
144,Jeff Dowtin,PG,24,GSW,4,0,7.0,0.8,1.5,.500,0.0,0.3,.000,0.8,1.3,.600,.500,0.0,0.0,0,0.3,1.5,1.8,0.8,0.0,0.3,0.3,0.5,1.5
144,Jeff Dowtin,PG,24,MIL,1,0,3.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,0,.000,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,PJ Dozier,SG,25,DEN,18,0,18.9,2.0,5.5,.364,0.8,2.7,.313,1.2,2.8,.412,.439,0.6,0.7,.769,0.8,2.7,3.5,1.6,0.6,0.3,0.7,1.8,5.4
146,Goran Dragić,PG,35,TOR,5,2,18.0,2.6,6.8,.382,0.8,2.8,.286,1.8,4.0,.450,.441,2.0,2.0,1.000,0.4,2.4,2.8,1.8,1.0,0.2,0.2,1.6,8.0
147,Andre Drummond,C,28,PHI,41,11,18.5,2.6,5.0,.532,0.0,0.0,.000,2.6,4.9,.535,.532,1.0,1.9,.519,2.8,6.0,8.8,1.8,1.1,1.0,1.7,2.5,6.3
148,Chris Duarte,SG,24,IND,40,28,29.1,5.2,11.8,.441,1.8,5.1,.356,3.4,6.7,.506,.518,1.4,1.9,.727,0.7,3.4,4.1,2.3,1.1,0.2,1.7,1.8,13.6
149,David Duke Jr.,PG,22,BRK,14,7,17.4,2.1,5.6,.372,0.5,1.8,.280,1.6,3.8,.415,.417,1.0,1.2,.824,1.9,2.1,4.1,0.9,0.5,0.4,0.6,2.0,5.6
150,Kevin Durant,PF,33,BRK,36,36,36.5,10.5,20.3,.520,1.9,5.0,.372,8.7,15.3,.568,.566,6.3,7.1,.894,0.6,6.9,7.4,5.8,0.8,0.9,3.0,1.9,29.3
151,Jaime Echenique,C,24,WAS,1,0,3.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,Anthony Edwards,SG,20,MIN,40,40,35.0,8.1,18.2,.443,3.3,8.7,.375,4.8,9.5,.505,.533,2.8,3.5,.806,1.0,4.1,5.1,3.6,1.5,0.7,3.1,2.3,22.2
153,Kessler Edwards,SF,21,BRK,15,8,25.8,3.3,7.3,.459,1.5,3.6,.426,1.8,3.7,.491,.564,0.1,0.1,1.000,1.2,3.0,4.2,0.8,0.9,0.7,1.0,2.1,8.3
154,Rob Edwards,SG,25,OKC,2,0,5.5,0.5,2.0,.250,0.5,2.0,.250,0.0,0.0,0,.375,0.0,0.0,0,0.0,1.5,1.5,0.0,0.0,0.0,0.5,0.0,1.5
155,CJ Elleby,SF,21,POR,26,0,10.9,1.4,3.2,.434,0.5,1.5,.325,0.9,1.7,.535,.512,0.5,0.6,.813,0.6,1.5,2.0,0.7,0.5,0.1,0.4,1.3,3.8
156,Wayne Ellington,SG,34,LAL,31,8,19.8,2.1,5.3,.400,1.9,4.9,.384,0.3,0.5,.571,.576,0.1,0.2,.800,0.2,1.4,1.6,0.7,0.5,0.1,0.5,1.0,6.3
157,Joel Embiid,C,27,PHI,35,35,32.8,9.3,18.7,.498,1.3,3.4,.390,8.0,15.4,.522,.534,8.7,10.6,.815,2.0,8.7,10.7,4.3,1.0,1.4,2.9,2.6,28.7
158,James Ennis III,SF,31,TOT,7,0,8.0,1.6,3.4,.458,0.4,1.1,.375,1.1,2.3,.500,.521,0.6,0.7,.800,0.7,1.0,1.7,0.4,0.3,0.3,0.3,0.7,4.1
158,James Ennis III,SF,31,BRK,2,0,7.0,1.0,3.5,.286,0.5,1.0,.500,0.5,2.5,.200,.357,0.0,0.0,0,1.0,1.5,2.5,0.0,0.5,0.5,0.0,0.0,2.5
158,James Ennis III,SF,31,LAC,2,0,14.0,3.5,5.5,.636,1.0,2.0,.500,2.5,3.5,.714,.727,2.0,2.0,1.000,1.0,1.5,2.5,0.0,0.5,0.5,0.5,2.0,10.0
158,James Ennis III,SF,31,DEN,3,0,4.7,0.7,2.0,.333,0.0,0.7,.000,0.7,1.3,.500,.333,0.0,0.3,.000,0.3,0.3,0.7,1.0,0.0,0.0,0.3,0.3,1.3
159,Drew Eubanks,C,24,SAS,42,8,12.2,1.6,3.2,.507,0.0,0.1,.167,1.6,3.0,.523,.511,1.3,1.7,.757,1.2,2.7,3.9,1.0,0.3,0.6,1.0,1.3,4.5
160,Tacko Fall,C,26,CLE,11,1,5.4,0.5,1.1,.417,0.0,0.0,0,0.5,1.1,.417,.417,0.2,0.6,.286,0.6,1.5,2.1,0.2,0.0,0.5,0.3,0.3,1.1
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
161,Derrick Favors,C,30,OKC,31,13,16.0,2.4,4.7,.497,0.1,0.4,.167,2.3,4.4,.526,.503,0.3,0.6,.556,1.5,3.2,4.7,0.8,0.4,0.2,0.2,1.5,5.1
162,Bruno Fernando,C,23,BOS,14,0,2.7,0.3,0.4,.667,0.0,0.0,0,0.3,0.4,.667,.667,0.1,0.2,.667,0.2,0.4,0.6,0.1,0.0,0.1,0.4,0.4,0.7
163,Dorian Finney-Smith,PF,28,DAL,46,46,32.2,3.8,8.6,.444,1.9,5.1,.369,1.9,3.4,.557,.555,0.8,1.2,.655,1.6,3.3,4.9,2.0,1.2,0.5,1.0,2.3,10.3
164,Malik Fitts,PF,24,UTA,7,0,5.0,0.3,1.3,.222,0.3,0.6,.500,0.0,0.7,.000,.333,0.0,0.0,0,0.0,1.4,1.4,0.0,0.0,0.0,0.3,0.4,0.9
165,Malachi Flynn,PG,23,TOR,27,1,8.6,1.1,3.2,.349,0.4,1.6,.273,0.7,1.6,.429,.419,0.1,0.3,.571,0.2,0.8,1.0,0.9,0.4,0.1,0.3,0.9,2.8
166,Bryn Forbes,SG,28,TOT,42,1,17.0,3.2,7.6,.428,1.6,3.8,.415,1.7,3.8,.440,.531,1.1,1.2,.902,0.1,1.4,1.5,1.0,0.4,0.1,0.8,1.2,9.1
166,Bryn Forbes,SG,28,SAS,40,1,16.9,3.2,7.4,.432,1.6,3.8,.417,1.6,3.6,.448,.539,1.1,1.2,.898,0.1,1.5,1.6,1.0,0.4,0.1,0.8,1.1,9.1
166,Bryn Forbes,SG,28,DEN,2,0,20.0,4.0,11.0,.364,1.5,4.0,.375,2.5,7.0,.357,.432,1.0,1.0,1.000,0.5,0.5,1.0,0.5,0.0,0.0,0.0,4.0,10.5
167,Aleem Ford,SF,24,ORL,5,0,14.8,1.2,4.0,.300,0.4,3.0,.133,0.8,1.0,.800,.350,0.0,0.0,0,0.4,2.6,3.0,0.4,0.2,0.0,0.8,1.4,2.8
168,Trent Forrest,PG,23,UTA,37,3,10.1,0.9,1.6,.541,0.1,0.2,.286,0.8,1.5,.574,.557,0.5,0.7,.760,0.4,1.2,1.6,1.1,0.3,0.1,0.7,0.6,2.4
169,Evan Fournier,SG,29,NYK,46,46,28.8,4.9,11.8,.418,2.7,6.9,.389,2.2,4.8,.459,.532,1.0,1.4,.734,0.5,2.3,2.8,1.8,0.8,0.2,1.3,1.9,13.5
170,De'Aaron Fox,PG,24,SAC,43,43,34.1,7.9,17.2,.458,0.9,3.7,.248,7.0,13.5,.515,.484,4.4,5.9,.744,0.5,3.3,3.8,5.2,1.2,0.4,2.8,2.8,21.0
171,Tim Frazier,PG,31,ORL,10,3,20.0,1.3,4.3,.302,0.6,1.7,.353,0.7,2.6,.269,.372,0.5,0.9,.556,0.5,1.4,1.9,3.3,0.3,0.1,1.3,2.4,3.7
172,Enes Freedom,C,29,BOS,31,1,12.4,1.5,2.8,.545,0.0,0.1,.250,1.5,2.7,.560,.551,0.7,0.8,.846,1.8,2.8,4.6,0.2,0.2,0.5,0.5,1.2,3.8
173,Wenyen Gabriel,PF,24,TOT,7,0,6.7,0.7,1.9,.385,0.3,0.7,.400,0.4,1.1,.375,.462,0.3,0.6,.500,0.7,1.4,2.1,0.3,0.1,0.3,0.4,1.6,2.0
173,Wenyen Gabriel,PF,24,BRK,1,0,1.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
173,Wenyen Gabriel,PF,24,LAC,6,0,7.7,0.8,2.2,.385,0.3,0.8,.400,0.5,1.3,.375,.462,0.3,0.7,.500,0.8,1.5,2.3,0.3,0.2,0.3,0.5,1.8,2.3
174,Daniel Gafford,C,23,WAS,44,44,21.4,3.9,5.6,.692,0.0,0.0,0,3.9,5.6,.692,.692,1.3,1.8,.738,2.2,4.0,6.2,1.0,0.4,1.6,0.9,2.4,9.1
